approach,f1,std
bl_assessment_based_all,0.2795455558756043,0.008817806544330087
bl_assessment_based_last,0.3558662701749161,0.008870300311170339
user_wise,0.40349332616850403,0.26578340114937693
bl_user_based_all,0.6029386193020567,0.006928648545162885
average_user,0.6100733623526426,0.013284281242619638
user_cut,0.6529122836449779,0.006395275929897863
bl_user_based_last,0.672625876693703,0.010865452125562317
time_cut,0.6942029583868494,0.008882572577207747
