approach,f1,std
bl_assessment_based_all,0.2981861842751322,0.007033617780993132
bl_assessment_based_last,0.4070766852389879,0.006159129522024259
bl_user_based_all,0.5586027173773673,0.0082694118276932
bl_user_based_last,0.5758945640189842,0.004896803426226612
average_user,0.6914996599523627,0.010654290978800067
user_cut,0.6945841579545724,0.006742397361461581
time_cut,0.7944365070156381,0.005467433390296889
user_wise,0.806947321926494,0.0
