approach,f1,std
bl_assessment_based_all,0.42269061394125457,0.005715954214006102
bl_user_based_all,0.5015414462946378,0.005082576053814464
bl_assessment_based_last,0.5129561209525024,0.01036778704632039
average_user,0.7172600047310245,0.008842428029773808
bl_user_based_last,0.7383174030472847,0.005429012169078929
user_wise,0.7585186761300606,0.24944382578492946
time_cut,0.7944365070156381,0.005467433390296889
user_cut,0.7993636744926773,0.0074424136435705425
