approach,f1,std
bl_assessment_based_last,0.34877863008188587,0.05919949659298505
bl_assessment_based_all,0.45406863626666333,0.03156018890326516
bl_user_based_last,0.5335864705735227,0.04961657564247127
bl_user_based_all,0.5486719519688941,0.036439879845995664
time_cut,0.9949328743545611,0.01013425129087775
user_cut,0.9953454951903261,0.009309009619347683
average_user,0.9960514943758393,0.007897011248321421
user_wise,,
