approach,f1,std
bl_assessment_based_all,0.16020205459611092,0.0016543599478981556
bl_user_based_all,0.16112604568905237,0.0017615304954199094
bl_assessment_based_last,0.20190911080819482,0.0018653440800985915
bl_user_based_last,0.2438706046532286,0.001988877463209497
user_wise,0.3435895659277272,0.0
average_user,0.446772691037357,0.0030713949495479575
user_cut,0.5931159085433456,0.003124009035141226
time_cut,0.6012530396662876,0.0025802486757698384
