approach,f1,std
bl_assessment_based_all,0.12806325038418487,0.011373496895851811
bl_assessment_based_last,0.20364295578826155,0.01811091382030226
user_wise,0.23460732636889287,0.23231117219286632
average_user,0.47453435825952656,0.00758982703936284
bl_user_based_all,0.5653964950339228,0.018663758794259893
user_cut,0.5905730433623476,0.012049578185511304
time_cut,0.5995120693279881,0.02079590509509485
bl_user_based_last,0.6006972057556553,0.015196105942929998
