approach,f1,std
bl_assessment_based_all,0.44535325546656995,0.021115657572658483
bl_assessment_based_last,0.5075679826729317,0.016634752272443664
bl_user_based_all,0.5104314490795456,0.01226401687171932
bl_user_based_last,0.7330146909453619,0.01227878864638719
average_user,0.7413508380708705,0.0023171921178801575
user_wise,0.767002448560556,0.0
user_cut,0.7781562574120007,0.011044799657700548
time_cut,0.7944365070156381,0.005467433390296889
