approach,f1,std
bl_assessment_based_all,0.27135100644374444,0.004651468711826789
bl_assessment_based_last,0.328553808641868,0.007482018061315817
user_wise,0.5230314799385761,0.2591351392771024
bl_user_based_all,0.6198975639273914,0.00970548873464188
user_cut,0.6513422501312061,0.007500905292884076
bl_user_based_last,0.6527598735855409,0.006617462789274734
average_user,0.6777202086856418,0.008493352784182144
time_cut,0.6942029583868494,0.008882572577207747
