approach,f1,std
bl_assessment_based_all,0.20904117662078764,0.03457529712568357
bl_assessment_based_last,0.28537838620083733,0.012477137221629634
user_wise,0.2890969644561964,0.0
average_user,0.413956100144402,0.013199856944522867
user_cut,0.45986605402713343,0.014897381773406505
time_cut,0.543804017383913,0.0070539864715103845
bl_user_based_last,0.5536738602818936,0.022193279027573173
bl_user_based_all,0.6530575785793828,0.01803258386559181
