approach,f1,std
bl_assessment_based_all,0.2847312971213578,0.008371676281276073
bl_assessment_based_last,0.3359529360249997,0.015017622252767829
user_wise,0.6118630332488014,0.0
bl_user_based_all,0.617483961449588,0.011455934532746917
bl_user_based_last,0.6658732676887037,0.0112480617890715
user_cut,0.6765106537067104,0.010181437467079288
average_user,0.6862552249752453,0.013104304177583863
time_cut,0.6942029583868494,0.008882572577207747
