approach,f1,std
bl_assessment_based_all,0.24061046769839553,0.03222757173797156
user_wise,0.27099522118084873,0.0
bl_assessment_based_last,0.286804467966169,0.009724397400995434
average_user,0.5311596991718562,0.01880088446816538
user_cut,0.5480123665932122,0.015446492973650274
bl_user_based_all,0.5539140861927317,0.01740054102706963
bl_user_based_last,0.5689848820607869,0.020131769534310485
time_cut,0.5995120693279881,0.02079590509509485
