approach,f1,std
bl_assessment_based_all,0.14389644488014322,0.0026525440845180086
bl_user_based_all,0.1446317586834028,0.0030413606587407953
bl_assessment_based_last,0.17598471613045624,0.0025408576442516586
bl_user_based_last,0.21128253027007204,0.0032732021978972574
user_wise,0.3598880175075756,0.0996363455800353
average_user,0.4889225947196591,0.004909565701883901
answer_cut,0.5454563194872271,0.003505640839983718
time_cut,0.6012530396662876,0.0025802486757698384
